"fips","sex","age","year","stateFips","countyFips","pop"
"56045",2,85,2013,"56","045",112
"56045",2,80,2013,"56","045",86
"56045",2,55,2013,"56","045",300
"56045",2,45,2013,"56","045",203
"56045",2,40,2013,"56","045",168
"56045",2,35,2013,"56","045",181
"56045",2,10,2013,"56","045",187
"56045",1,85,2013,"56","045",73
"56045",1,80,2013,"56","045",62
"56045",1,70,2013,"56","045",147
"56045",1,65,2013,"56","045",189
"56045",1,60,2013,"56","045",299
"56045",1,50,2013,"56","045",302
"56045",1,45,2013,"56","045",228
"56045",1,40,2013,"56","045",236
"56045",1,35,2013,"56","045",230
"56045",1,20,2013,"56","045",223
"56045",1,15,2013,"56","045",229
"56045",1,0,2013,"56","045",205
"56043",2,85,2013,"56","043",127
"56043",2,75,2013,"56","043",153
"56043",2,70,2013,"56","043",190
"56043",2,60,2013,"56","043",283
"56043",2,50,2013,"56","043",304
"56043",2,45,2013,"56","043",254
"56043",2,40,2013,"56","043",212
"56043",2,35,2013,"56","043",225
"56043",2,30,2013,"56","043",271
"56043",2,25,2013,"56","043",190
"56043",2,20,2013,"56","043",185
"56043",2,15,2013,"56","043",258
"56043",2,5,2013,"56","043",297
"56043",2,0,2013,"56","043",237
"56043",1,85,2013,"56","043",95
"56043",1,80,2013,"56","043",105
"56043",1,75,2013,"56","043",116
"56043",1,70,2013,"56","043",209
"56043",1,65,2013,"56","043",239
"56043",1,60,2013,"56","043",298
"56043",1,55,2013,"56","043",326
"56043",1,50,2013,"56","043",300
"56043",1,45,2013,"56","043",261
"56043",1,25,2013,"56","043",208
"56043",1,20,2013,"56","043",193
"56043",1,10,2013,"56","043",316
"56043",1,5,2013,"56","043",291
"56041",2,85,2013,"56","041",127
"56041",2,75,2013,"56","041",191
"56041",2,65,2013,"56","041",387
"56041",2,60,2013,"56","041",604
"56041",2,55,2013,"56","041",803
"56041",2,45,2013,"56","041",617
"56041",2,40,2013,"56","041",591
"56041",2,35,2013,"56","041",704
"56041",2,30,2013,"56","041",743
"56041",2,10,2013,"56","041",809
"56041",2,0,2013,"56","041",791
"56041",1,80,2013,"56","041",108
"56041",1,70,2013,"56","041",275
"56041",1,65,2013,"56","041",451
"56041",1,60,2013,"56","041",638
"56041",1,55,2013,"56","041",791
"56041",1,45,2013,"56","041",597
"56041",1,40,2013,"56","041",610
"56041",1,35,2013,"56","041",677
"56041",1,20,2013,"56","041",585
"56041",1,15,2013,"56","041",785
"56041",1,10,2013,"56","041",920
"56039",2,85,2013,"56","039",161
"56039",2,75,2013,"56","039",214
"56039",2,65,2013,"56","039",493
"56039",2,60,2013,"56","039",699
"56039",2,55,2013,"56","039",807
"56039",2,50,2013,"56","039",788
"56039",2,40,2013,"56","039",785
"56039",2,35,2013,"56","039",788
"56039",2,30,2013,"56","039",960
"56039",2,25,2013,"56","039",1074
"56039",2,20,2013,"56","039",506
"56039",2,10,2013,"56","039",507
"56039",2,5,2013,"56","039",614
"56039",1,85,2013,"56","039",99
"56039",1,80,2013,"56","039",145
"56039",1,75,2013,"56","039",183
"56039",1,70,2013,"56","039",318
"56039",1,65,2013,"56","039",521
"56039",1,60,2013,"56","039",774
"56039",1,45,2013,"56","039",764
"56039",1,30,2013,"56","039",1146
"56039",1,25,2013,"56","039",1125
"56039",1,20,2013,"56","039",579
"56039",1,15,2013,"56","039",502
"56037",2,85,2013,"56","037",299
"56037",2,80,2013,"56","037",257
"56037",2,70,2013,"56","037",455
"56037",2,50,2013,"56","037",1534
"56037",2,35,2013,"56","037",1467
"56037",2,30,2013,"56","037",1769
"56037",2,25,2013,"56","037",1704
"56037",2,15,2013,"56","037",1432
"56037",2,10,2013,"56","037",1601
"56037",2,5,2013,"56","037",1803
"56037",2,0,2013,"56","037",1614
"56037",1,80,2013,"56","037",209
"56037",1,75,2013,"56","037",305
"56037",1,65,2013,"56","037",798
"56037",1,60,2013,"56","037",1327
"56037",1,50,2013,"56","037",1651
"56037",1,25,2013,"56","037",1816
"56037",1,15,2013,"56","037",1623
"56037",1,10,2013,"56","037",1695
"56037",1,0,2013,"56","037",1754
"56035",2,80,2013,"56","035",77
"56035",2,75,2013,"56","035",95
"56035",2,70,2013,"56","035",148
"56035",2,50,2013,"56","035",369
"56035",2,40,2013,"56","035",302
"56035",2,35,2013,"56","035",320
"56035",2,25,2013,"56","035",283
"56035",2,20,2013,"56","035",234
"56035",2,15,2013,"56","035",287
"56035",2,10,2013,"56","035",370
"56035",2,0,2013,"56","035",290
"56035",1,85,2013,"56","035",58
"56035",1,80,2013,"56","035",54
"56035",1,75,2013,"56","035",104
"56035",1,50,2013,"56","035",441
"56035",1,40,2013,"56","035",366
"56035",1,35,2013,"56","035",419
"56035",1,25,2013,"56","035",348
"56035",1,20,2013,"56","035",277
"56035",1,15,2013,"56","035",298
"56035",1,10,2013,"56","035",367
"56035",1,5,2013,"56","035",371
"56035",1,0,2013,"56","035",335
"56033",2,85,2013,"56","033",470
"56033",2,80,2013,"56","033",376
"56033",2,65,2013,"56","033",862
"56033",2,55,2013,"56","033",1254
"56033",2,45,2013,"56","033",899
"56033",2,40,2013,"56","033",815
"56033",2,20,2013,"56","033",849
"56033",2,10,2013,"56","033",873
"56033",2,5,2013,"56","033",863
"56033",2,0,2013,"56","033",827
"56033",1,85,2013,"56","033",248
"56033",1,75,2013,"56","033",389
"56033",1,60,2013,"56","033",1209
"56033",1,55,2013,"56","033",1251
"56033",1,50,2013,"56","033",1058
"56033",1,25,2013,"56","033",814
"56033",1,15,2013,"56","033",957
"56031",2,80,2013,"56","031",116
"56031",2,70,2013,"56","031",237
"56031",2,50,2013,"56","031",383
"56031",2,40,2013,"56","031",239
"56031",2,35,2013,"56","031",215
"56031",2,30,2013,"56","031",168
"56031",2,25,2013,"56","031",219
"56031",2,20,2013,"56","031",182
"56031",2,15,2013,"56","031",281
"56031",2,5,2013,"56","031",227
"56031",2,0,2013,"56","031",223
"56031",1,85,2013,"56","031",82
"56031",1,80,2013,"56","031",120
"56031",1,65,2013,"56","031",315
"56031",1,60,2013,"56","031",374
"56031",1,35,2013,"56","031",196
"56031",1,30,2013,"56","031",241
"56031",1,10,2013,"56","031",255
"56031",1,5,2013,"56","031",251
"56029",2,75,2013,"56","029",532
"56029",2,70,2013,"56","029",689
"56029",2,65,2013,"56","029",903
"56029",2,60,2013,"56","029",1125
"56029",2,55,2013,"56","029",1198
"56029",2,50,2013,"56","029",1185
"56029",2,45,2013,"56","029",879
"56029",2,40,2013,"56","029",758
"56029",2,35,2013,"56","029",741
